Customer_ID,Age,Gender,Occupation,City,Monthly_Income,Annual_Income,Family_Size,Current_Housing_Status,Plot_Budget,Preferred_Plot_Size_SqFt,Preferred_Location,Distance_to_City_Center_km,Purpose,Loan_Required,Expected_Purchase_Timeline,Lead_Source,Enquiry_Date,Previous_Enquiry,Site_Visit,Negotiation_Done,Booking_Done,Purchase_Probability,Purchase_Intent,Purchased,Purchase_Value
CUST_14437,35,Male,Self-Employed / Business,noida,179100,2149200,5,Owned Flat/House,8450000,1500,Suburbs,23.6,Self-use,Yes,1-3 years,Channel Partner / Broker,05/12/2024,No,No,N,No,0.1009,Low,No,0
CUST_13118,50,Male,Healthcare & Doctor,Bengaluru,137200,1646400,3,Owned Flat/House,"INR 6,080,000",1200 sq.ft,Suburbs,19.5,Investment,N,1-3 years,Channel Partner / Broker,28-Feb-2025,Yes,No,No,No,0.1685,Low,N,0
CUST_19985,31,M,nan,Pune,"85,100",1021200,3,Living with Parents,"INR 3,020,000",600,Within City Limits,15.4,Self-use,No,0-6 months,Direct Walk-in / Exhibition,2024-02-14,No,Yes,1,No,0.9371,High,Yes,2890000
CUST_12891,34,F,IT,Mumbai,115200,1382400,3,Owned Flat/House,3670000,1000,City Centre,7.2,Self-use,Y,6-12 months,Direct Walk-in / Exhibition,2024-07-23,No,No,No,No,0.309,Low,No,0
CUST_10189,45,Female,Education & Academic,NOIDA,70400,844800,4,Living with Parents,3150000,Any,Periphery / Growth Corridor,32.0,Investment,yes,0-6 months,Google & Social Media Ads,2024-08-02,No,No,No,N,0.2446,Low,Yes,3060000
CUST_21876,27,Male,Retail & Commerce,noida,"₹101,200",1214400,2,Rented,6030000,1500,Periphery / Growth Corridor,41.2,Investment,1,6-12 months,Google & Social Media Ads,04-03-2025,Yes,no,No,No,0.1899,Low,No,0
CUST_15734,37,Male,Software Engineer,Mumbai,61400,736800,3,Rented,27.6 Lakh,1000,Suburbs,25.5,Self-use,N,0-6 months,Direct Walk-in / Exhibition,2024-05-15,1,No,N,?,0.4234,Medium,N,0
CUST_19202,36,M,IT & Software,Gurugram,162300,1947600,3,Living with Parents,79.3 Lakh,1200,periphery / growth corridor,40.8,Self-use,Yes,0-6 months,Channel Partner / Broker,2025-04-11,No,Yes,0,No,0.5318,Medium,yes,7760000
CUST_11462,32,Male,BFSI & Banking,Bengaluru,"28,900",346800,2,Rented,2000000,1000 sq.ft,suburbs,18.1,Self-use,yes,1-3 years,Google & Social Media Ads,2025-03-25,No,Yes,No,No,0.2766,Low,0,0
CUST_10914,34,Female,IT & Software,Pune,NA,424800,5,Rented,"2,000,000",600,Within City Limits,14.0,Investment,Yes,6-12 months,Channel Partner / Broker,10/05/2024,Y,No,No,nan,0.1867,Low,No,0
CUST_12057,62,Male,Manufacturing & Engg,Bengaluru,364500,4374000,4,Rented,1.72 Cr,2400,Periphery / Growth Corridor,38.2,Investment,no,0-6 months,Google & Social Media Ads,2024-06-09,no,Yes,Yes,0,0.8059,High,Yes,16140000
CUST_10257,25,Female,Self-Employed / Business,Delhi,"100,400",1204800,2,Rented,N/A,1200,Suburbs,22.3 km,Self-use,Yes,6-12 months,Google & Social Media Ads,12-Sep-2024,yes,no,No,0,0.1163,Low,No,0
CUST_19273,36,Female,Retail & Commerce,Kolkata,44100,529200,3,Rented,2000000,900,Periphery / Growth Corridor,31.5,Investment,1,0-6 months,Google & Social Media Ads,06-07-2024,No,Yes,Y,Yes,0.99,High,Yes,1930000
CUST_21175,39,FEMALE,Manufacturing & Engg,Gurugram,"₹147,200",1766400,4,Rented,"INR 7,010,000",1800,Suburbs,17.5,Self-use,Yes,0-6 months,Google & Social Media Ads,2025-02-14,No,Yes,Y,No,0.9479,High,Yes,6810000
CUST_18880,29,Male,Education & Academic,Delhi,37900,454800,2,Owned Flat/House,"INR 2,000,000",1000 sq.ft,Periphery / Growth Corridor,,Investment,1,6-12 months,Channel Partner / Broker,09-Oct-2024,Yes,No,No,N,0.2138,Low,No,0
CUST_11021,42,Male,IT & Software,Bengaluru,1.03 Lakh/pm,1231200,3,Living with Parents,5410000,1200,Periphery / Growth Corridor,29.5,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,2025-02-04,N,Yes,No,Yes,0.8726,High,No,0
CUST_12368,37,male,Manufacturing & Engg,Delhi,"77,400",928800,5,Rented,2780000,600,periphery / growth corridor,28.6,Investment,No,6-12 months,Google & Social Media Ads,2025-06-18,Yes,Yes,N,No,0.5794,Medium,Yes,2760000
CUST_16738,48,Male,Education & Academic,Pune,"₹174,600",2095200,4,Owned Flat/House,"INR 9,770,000",1200 sq.ft,Periphery / Growth Corridor,43.4,Investment,Yes,0-6 months,Channel Partner / Broker,2024-02-05,No,No,No,No,0.3697,Medium,No,0
CUST_19343,29,M,Education & Academic,Delhi,104700,1256400,2,Rented,4640000,1800,suburbs,27.5,Self-use,1,0-6 months,Magicbricks / Real Estate Portal,06-30-2024,Yes,Yes,Yes,Yes,0.99,High,Yes,4530000
CUST_10270,70 yrs,Female,Government & PSU,GURUGRAM,"₹225,200",2702400,2,Owned Flat/House,87.1 Lakh,1500 sq.ft,Suburbs,18.6,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,30-Jan-2024,1,No,No,No,0.3479,Low,No,0
CUST_20026,47,F,IT & Software,Noida,"120,900",1450800,4,Living with Parents,7110000,1500,City Centre,7.3,Investment,yes,>3 years,Magicbricks / Real Estate Portal,2024-11-25,No,0,No,No,0.0278,Low,N,0
CUST_19315,38,Male,Education & Academic,Bengaluru,68900,826800,4,Rented,"INR 2,340,000",1000,Within City Limits,15.2,Self-use,Yes,1-3 years,Google & Social Media Ads,06/02/2024,No,No,No,No,0.0664,Low,No,0
CUST_15073,70,female,Self-Employed / Business,Ahmedabad,2.47 Lakh/pm,2965200,2,Living with Parents,9180000,1800,Periphery / Growth Corridor,34.2,Investment,Yes,0-6 months,Channel Partner / Broker,2025-06-20,No,Yes,No,1,0.9455,High,Yes,9020000
CUST_21293,28,Male,Manufacturing & Engg,Noida,37300,447600,2,Owned Flat/House,21.6 Lakh,900 Sq Ft,Within City Limits,10.6 km,Investment,Y,0-6 months,Magicbricks / Real Estate Portal,2024-12-03,Yes,Yes,No,N,0.537,Medium,No,0
CUST_18947,34,Female,Government,Ahmedabad,118100,1417200,3,Rented,5340000,1500,Periphery / Growth Corridor,27.0,Investment,Yes,0-6 months,Print / Newspaper Ad,03-Jan-2024,No,Yes,no,N,0.5124,Medium,No,0
CUST_21571,45,Male,IT & Software,Noida,256700,3080400,4,Living with Parents,"INR 8,220,000",?,city centre,4.0,Self-use,yes,1-3 years,Channel Partner / Broker,2025-05-23,?,No,No,0,0.0842,Low,no,0
CUST_16198,44,female,IT & Software,Bengaluru,230300,2763600,5,Rented,1.11 Cr,1500,Suburbs,28.1,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,07-21-2024,No,?,No,no,0.0792,Low,No,0
CUST_12395,26,?,BFSI & Banking,GURUGRAM,Confidential,1872000,3,Rented,"6,600,000",1200 Sq Ft,Within City Limits,9.5,Self-use,1,0-6 months,Direct Walk-in / Exhibition,04/05/2024,No,no,No,No,0.2753,Low,No,0
CUST_21234,,Male,,Chennai,100900,1210800,5,Living with Parents,"3,950,000",66 sq.yd,Periphery / Growth Corridor,37.5 km,Self-use,Yes,>3 years,Google & Social Media Ads,2024-03-07,No,No,No,No,0.0338,Low,No,0
CUST_20509,42,M,Retail & Commerce,Gurugram,134600,1615200,4,Living with Parents,7000000,1500,null,32.9 km,Investment,Yes,1-3 years,Magicbricks / Real Estate Portal,2024-06-24,Yes,yes,no,No,0.1201,Low,Y,6990000
CUST_16434,25,Male,Manufacturing & Engg,Pune,87600,1051200,4,Living with Parents,4390000,166 sq.yd,Suburbs,19.6 km,Investment,yes,6-12 months,Channel Partner / Broker,12-28-2024,No,No,No,N,0.081,Low,No,0
CUST_16205,52,M,Manufacturing & Engg,Delhi,"201,300",2415600,4,Rented,"INR 11,210,000",1500,Any,8.8,Self-use,Yes,0-6 months,Google & Social Media Ads,2025-03-31,None,no,No,No,0.404,Medium,N,0
CUST_12392,41,Male,Banking,Chennai,"₹131,100",1573200,4,Rented,"INR 7,620,000",1000,City Centre,4.6,Self-use,Y,>3 years,Google & Social Media Ads,12-17-2024,Yes,No,No,No,0.0539,Low,No,0
CUST_17583,26,Male,Manufacturing & Engg,GURUGRAM,67600,811200,2,Living with Parents,"INR 2,220,000",900,Suburbs,17.8,Self-use,Yes,1-3 years,Channel Partner / Broker,26/02/2024,Yes,Y,No,No,0.2333,Low,Yes,2220000
CUST_14206,38,Female,Manufacturing & Engg,Delhi,74400,892800,6,Living with Parents,2740000,900 Sq Ft,Periphery / Growth Corridor,25.4,Self-use,N,6-12 months,Channel Partner / Broker,2025-04-18,0,Yes,No,0,0.6409,Medium,Yes,2720000
CUST_10155,59,Male,Retail & Commerce,MUMBAI,1.74 Lakh/pm,2085600,4,Living with Parents,"7,070,000",166 sq.yd,Suburbs,18.1,Self-use,1,6-12 months,Google & Social Media Ads,03-28-2025,?,N,No,No,0.0852,Low,N,0
CUST_19387,46 yrs,Male,IT,Kolkata,"126,700",1520400,3,Owned Flat/House,4200000,1800,Suburbs,nan,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,07-May-2024,Yes,No,No,N,0.3649,Medium,No,0
CUST_21577,30,Male,Manufacturing & Engg,Gurugram,42100,505200,3,Rented,"2,000,000",900,Suburbs,26.2,Investment,Yes,1-3 years,Print / Newspaper Ad,24/05/2025,yes,Yes,0,No,0.3521,Medium,Yes,2000000
CUST_15251,39,male,None,NA,151900,1822800,4,Rented,8770000,1500,Periphery / Growth Corridor,47.0,Investment,No,0-6 months,Channel Partner / Broker,2024-08-24,Yes,Y,Yes,yes,0.99,High,Yes,8540000
CUST_12043,57,Male,Manufacturing & Engg,Gurugram,234400,2812800,5,Living with Parents,13790000,1200 sq.ft,Suburbs,16.0 km,Investment,Yes,6-12 months,Google & Social Media Ads,2024-02-22,1,N,No,No,0.1836,Low,No,0
CUST_19432,29,Male,Real Estate & Construction,Chennai,59600,715200,3,Owned Flat/House,2030000,900,suburbs,20.7,Investment,yes,0-6 months,Print / Newspaper Ad,2024-07-28,Yes,Y,No,0,0.5788,Medium,0,0
CUST_12686,41,MALE,Healthcare & Doctor,Noida,152900,1834800,4,Rented,7870000,1800 Sq Ft,Suburbs,15.5,Self-use,Yes,0-6 months,Channel Partner / Broker,01-Sep-2024,No,Yes,Yes,yes,0.99,High,Yes,7570000
CUST_10942,41,Male,Government,Mumbai,131600,1579200,5,Owned Flat/House,6540000,111 sq.yd,Periphery / Growth Corridor,47.3,Investment,Yes,6-12 months,Channel Partner / Broker,2024-04-13,Yes,Yes,Yes,0,0.793,High,Yes,6290000
CUST_17418,32,male,Government & PSU,Chennai,92600,1111200,4,Rented,3340000,600,Periphery / Growth Corridor,41.8,Self-use,Yes,6-12 months,Channel Partner / Broker,nan,No,No,No,No,0.1544,Low,0,0
CUST_10884,38,male,it / software,Bengaluru,0.72 Lakh/pm,864000,5,Living with Parents,3850000,600,Within City Limits,13.7,Self-use,Y,>3 years,Channel Partner / Broker,2024-05-03,Yes,No,N,No,0.0265,Low,No,0
CUST_20412,69,Male,Retired,Mumbai,"269,300",3231600,2,Living with Parents,15060000,4000 Sq Ft,Suburbs,22.8,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,2025-06-11,Yes,Yes,Yes,yes,0.9675,High,Yes,14200000
CUST_13141,30,MALE,Manufacturing & Engg,Hyderabad,84900,1018800,2,Living with Parents,4950000,1200,Suburbs,15.9,Self-use,Y,1-3 years,Direct Walk-in / Exhibition,27-Jul-2024,No,No,No,No,0.0292,Low,No,0
CUST_13477,30,Male,IT & Software,Hyderabad,"47,300",567600,2,Living with Parents,N/A,900 sq.ft,Suburbs,19.6,Self-use,Yes,>3 years,Magicbricks / Real Estate Portal,02-25-2024,No,No,0,No,0.0329,Low,no,0
CUST_21287,40,Male,Government & PSU,Noida,1.43 Lakh/pm,1719600,5,Owned Flat/House,"INR 5,170,000",1200 sq.ft,Periphery / Growth Corridor,46.7,Investment,yes,6-12 months,Magicbricks / Real Estate Portal,05/04/2024,Yes,0,No,No,0.2761,Low,no,0
CUST_16780,27,Male,IT & Software,Chennai,"41,400",496800,3,Rented,2230000,900,Within City Limits,16.6,Self-use,Yes,1-3 years,Print / Newspaper Ad,2024-07-10,No,N,No,No,0.0791,Low,No,0
CUST_12348,28,Male,Retail & Commerce,Chennai,70500,846000,3,Owned Flat/House,4080000,1200,Suburbs,-19.5,Investment,Yes,>3 years,Direct Walk-in / Exhibition,16/05/2025,no,Yes,Yes,0,0.3486,Low,No,0
CUST_13569,24,F,IT,Noida,97600,1171200,1,Living with Parents,"INR 4,540,000",1200,Within City Limits,16.7,Investment,Y,1-3 years,Print / Newspaper Ad,11/02/2025,No,No,N,No,0.059,Low,No,0
CUST_20300,18,Male,Banking,nan,156300,1875600,4,Living with Parents,"INR 7,980,000",200 sq.yd,Suburbs,29.2,Investment,Yes,0-6 months,Magicbricks / Real Estate Portal,2025-04-17,0,1,Y,Yes,0.9815,High,Yes,7800000
CUST_16284,30,F,IT,Gurugram,187500,2250000,3,Rented,8580000,1200,Suburbs,18.4,Self-use,No,0-6 months,Channel Partner / Broker,2024-12-11,Y,yes,1,No,0.9656,High,Yes,8130000
CUST_17807,29,Male,Manufacturing & Engg,Hyderabad,51000,612000,4,Owned Flat/House,2810000,1000 sq.ft,Periphery / Growth Corridor,27.5,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,27-Sep-2024,No,Yes,no,No,0.2487,Low,Yes,2780000
CUST_17235,33,Female,BFSI & Banking,Ahmedabad,71000,852000,4,Living with Parents,38.6 Lakh,,Suburbs,22.0 km,Self-use,Yes,0-6 months,Google & Social Media Ads,09-14-2024,0,yes,Yes,Y,0.99,High,1,3670000
CUST_15710,?,Male,Government & PSU,Kolkata,53500,642000,4,Living with Parents,2000000,1000,Periphery / Growth Corridor,46.7 km,Self-use,Yes,6-12 months,Print / Newspaper Ad,2024-09-04,0,0,No,No,0.1754,Low,N,0
CUST_15132,29,Female,Retail & Commerce,Pune,55900,670800,2,Rented,"INR 2,000,000",900,Suburbs,21.3,Self-use,Yes,0-6 months,Magicbricks / Real Estate Portal,2024-05-11,No,Yes,N,No,0.5386,Medium,0,0
CUST_14726,-26,Male,IT & Software,Hyderabad,"65,700",788400,2,Rented,2060000,1000 Sq Ft,Periphery / Growth Corridor,28.4,Self-use,Yes,>3 years,Channel Partner / Broker,22/06/2025,No,No,No,No,0.0419,Low,No,0
CUST_18799,42,Male,BFSI & Banking,Chennai,145700,1748400,4,Rented,6300000,1200,Within City Limits,12.0,Self-use,Yes,>3 years,Magicbricks / Real Estate Portal,15/08/2024,Yes,No,No,No,0.0707,Low,No,0
CUST_13364,?,Female,IT,MMR,157000,1884000,4,Living with Parents,"INR 7,460,000",1500,Any,47.0 km,Self-use,Yes,6-12 months,Magicbricks / Real Estate Portal,2024-03-21,No,Yes,No,No,0.4188,Medium,No,0
CUST_12247,50,FEMALE,IT & Software,mumbai,246100,2953200,4,Owned Flat/House,8000000,1800,Suburbs,23.8,Investment,yes,1-3 years,Magicbricks / Real Estate Portal,2024-06-10,Yes,yes,No,No,0.4319,Medium,No,0
CUST_15347,N/A,Male,Retail & Commerce,Bengaluru,50500,606000,1,Living with Parents,25.3 Lakh,900,Suburbs,23.6,Investment,Yes,1-3 years,Print / Newspaper Ad,08-10-2024,Yes,No,No,N,0.0699,Low,N,0
CUST_20016,32,M,IT & Software,Hyderabad,-160400,1924800,3,Rented,9160000,1800,Within City Limits,14.3,Self-use,Yes,1-3 years,Google & Social Media Ads,2025-05-24,Yes,yes,N,No,0.385,Medium,No,0
CUST_15292,31,Male,Software Engineer,Kolkata,50900,610800,2,Rented,2640000,900,City Centre,5.1,Self-use,Yes,6-12 months,Channel Partner / Broker,2024-08-03,Yes,No,No,No,0.2115,Low,No,0
CUST_11503,44,?,BFSI & Banking,Bengaluru,118400,1420800,5,Rented,3980000,900,Within City Limits,11.6,Self-use,1,0-6 months,Print / Newspaper Ad,2024-12-09,Yes,no,no,No,0.4588,Medium,no,0
CUST_18767,41,Male,Self-Employed / Business,Chennai,83700,1004400,4,Owned Flat/House,"3,900,000",1000,Within City Limits,-12.9,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,05-30-2024,Yes,No,No,No,0.1036,Low,No,0
CUST_11624,37,Female,Education & Academic,Noida,77100,925200,4,Rented,4390000,1000 sq.ft,Suburbs,21.6,Self-use,yes,1-3 years,Magicbricks / Real Estate Portal,2024-06-03,Yes,Yes,No,No,0.3552,Medium,Yes,4300000
CUST_16280,34,Male,Retail & Commerce,Pune,"₹65,100",781200,2,Owned Flat/House,3340000,1000,Within City Limits,15.0,Investment,Yes,0-6 months,Direct Walk-in / Exhibition,23/02/2025,No,Yes,Yes,yes,0.9895,High,N,0
CUST_15787,37,Male,Education & Academic,mumbai,nan,1183200,4,Owned Flat/House,4830000,1500 sq.ft,periphery / growth corridor,41.4 km,Self-use,None,1-3 years,Channel Partner / Broker,2025-03-29,Yes,No,No,No,0.1412,Low,No,0
CUST_16354,29,male,nan,Bengaluru,"28,000",336000,2,Owned Flat/House,"INR 2,000,000",900,Suburbs,23.6,Investment,Yes,0-6 months,Channel Partner / Broker,2024-11-25,No,Yes,Yes,Yes,0.99,High,Yes,1900000
CUST_10965,35,Male,IT & Software,Mumbai,227400,2728800,4,Living with Parents,9120000,1500,Within City Limits,8.9,Investment,Yes,0-6 months,Print / Newspaper Ad,2025-04-12,nan,Yes,No,N,0.614,Medium,No,0
CUST_12637,54,Male,business owner,Chennai,760700,9128400,4,Owned Flat/House,2.45 Cr,4000,Periphery / Growth Corridor,25.5,Self-use,Yes,6-12 months,Channel Partner / Broker,22-Jul-2024,no,Yes,no,Yes,0.9668,High,Yes,24280000
CUST_11922,26,MALE,Government & PSU,Chennai,31700,380400,4,Rented,2000000,900,Periphery / Growth Corridor,N/A,Self-use,yes,1-3 years,Print / Newspaper Ad,2025-06-10,Yes,No,No,No,0.0642,Low,No,0
CUST_10787,28,M,IT & Software,MMR,28000,336000,2,Rented,2000000,66 sq.yd,City Centre,5.7 km,Self-use,Yes,0-6 months,Google & Social Media Ads,2024-01-17,No,No,Yes,No,0.6308,Medium,Yes,1910000
CUST_15695,37,Male,Healthcare & Doctor,Ahmedabad,105700,1268400,3,Living with Parents,5190000,1200,null,28.3,Self-use,Yes,6-12 months,Direct Walk-in / Exhibition,04-Mar-2024,No,0,No,No,0.2109,Low,0,0
CUST_17596,44,Male,IT & Software,noida,"340,000",4080000,3,Rented,14930000,2400,Within City Limits,18.0,Investment,Yes,>3 years,Magicbricks / Real Estate Portal,2024-04-24,No,No,N,No,0.0207,Low,no,0
CUST_15619,67,male,Retired,Pune,?,889200,2,Owned Flat/House,3400000,1000,Within City Limits,11.5,Investment,Yes,6-12 months,Magicbricks / Real Estate Portal,07/01/2024,No,no,No,No,0.0896,Low,0,0
CUST_12115,66,Male,Real Estate & Construction,Kolkata,Confidential,5224800,4,Rented,"19,920,000",3000 sq.ft,Periphery / Growth Corridor,30.4,Investment,No,1-3 years,Channel Partner / Broker,12/06/2025,Yes,1,No,No,0.3948,Medium,No,0
CUST_11646,27,Female,Finance / BFSI,Delhi,161400,1936800,3,Living with Parents,90.1 Lakh,1500,Periphery / Growth Corridor,39.3,Investment,Yes,>3 years,Magicbricks / Real Estate Portal,11-Jul-2024,Yes,No,No,N,0.0363,Low,no,0
CUST_16799,36,Female,Self Employed,Bengaluru,104200,1250400,3,Living with Parents,59.3 Lakh,1500,Periphery / Growth Corridor,31.2,Investment,yes,>3 years,Google & Social Media Ads,07-Jan-2024,Yes,?,No,N,0.0389,Low,no,0
CUST_14005,57,M,IT & Software,Noida,151800,1821600,5,Rented,"INR 4,920,000",1200 Sq Ft,city centre,5.9,Investment,0,1-3 years,Magicbricks / Real Estate Portal,2024-02-16,Yes,Yes,?,Yes,0.9829,High,Yes,4800000
CUST_16126,44,Male,Software Engineer,Mumbai,114800,1377600,4,Rented,5140000,1000 Sq Ft,periphery / growth corridor,44.9,Self-use,Yes,1-3 years,Google & Social Media Ads,11-13-2024,No,N,No,No,0.1272,Low,No,0
CUST_15712,40,,nan,Mumbai,146300,1755600,6,Rented,6570000,1500,suburbs,23.4,Investment,Yes,1-3 years,Channel Partner / Broker,01-May-2025,No,No,0,No,0.0498,Low,No,0
CUST_10810,32,male,Business,Bengaluru,122900,1474800,3,Rented,"INR 6,440,000",1000,Periphery / Growth Corridor,33.0,Investment,Yes,0-6 months,Google & Social Media Ads,09-Apr-2024,yes,no,No,No,0.1994,Low,?,0
CUST_14454,33,Female,Software Engineer,Pune,85400,1024800,3,Rented,29.1 Lakh,900,Suburbs,,Self-use,Yes,1-3 years,Print / Newspaper Ad,19/03/2025,Yes,no,no,No,0.0904,Low,No,0
CUST_15377,47 yrs,female,Manufacturing & Engg,Ahmedabad,101500,1218000,6,Rented,"INR 4,470,000",133 sq.yd,Suburbs,27.0,Investment,No,>3 years,Google & Social Media Ads,05-26-2024,yes,No,No,No,0.0939,Low,no,0
CUST_15922,36,Female,Retail & Commerce,Mumbai,406000,4872000,3,Living with Parents,18530000,200 sq.yd,Within City Limits,10.7,Self-use,Yes,1-3 years,Magicbricks / Real Estate Portal,2024-02-21,No,No,No,None,0.0374,Low,No,0
CUST_10181,40,Male,Tech / Software,GURUGRAM,2.36 Lakh/pm,2828400,5,Owned Flat/House,13210000,,Suburbs,28.7,Investment,1,0-6 months,Google & Social Media Ads,2024-09-01,Yes,Yes,No,N,0.5904,Medium,No,0
CUST_18353,,Male,Government & PSU,mumbai,70000,840000,5,Living with Parents,35.7 Lakh,1000,city centre,7.7,Self-use,1,1-3 years,Google & Social Media Ads,03-Jul-2024,Yes,No,0,No,0.0917,Low,No,0
CUST_15602,51,Male,Manufacturing & Engg,Gurugram,93300,1119600,4,Rented,3730000,900,Within City Limits,17.4,Investment,Yes,0-6 months,Channel Partner / Broker,31/07/2024,No,Yes,No,No,0.5517,Medium,No,0
CUST_18094,64,Male,Retired,Bengaluru,"₹67,600",811200,5,Living with Parents,3080000,1200,Suburbs,17.9,Self-use,Yes,0-6 months,Google & Social Media Ads,2025-06-23,No,Yes,Yes,No,0.9144,High,Yes,2910000
CUST_16750,54,Male,Manufacturing & Engg,Delhi,100000,1200000,4,Rented,5280000,1200,Suburbs,17.1,Investment,1,1-3 years,Google & Social Media Ads,08/10/2024,No,N,N,no,0.0632,Low,No,0
CUST_10802,21,F,Retail & Commerce,Mumbai,"30,200",362400,2,Living with Parents,"INR 2,000,000",1000 sq.ft,City Centre,3.7,Self-use,Yes,6-12 months,Google & Social Media Ads,07-29-2024,No,yes,Yes,1,0.9713,High,Yes,1940000
CUST_14084,24,male,BFSI & Banking,Noida,"₹113,900",1366800,2,Rented,nan,166 sq.yd,Periphery / Growth Corridor,30.1,Self-use,Yes,0-6 months,Google & Social Media Ads,08-30-2024,No,Yes,Yes,Yes,0.99,High,Yes,6260000
CUST_12859,,M,Real Estate,Delhi NCR,"77,500",930000,4,Owned Flat/House,"INR 4,030,000",1500,Periphery / Growth Corridor,30.3,Investment,Y,1-3 years,Google & Social Media Ads,12-12-2024,N,yes,Yes,Yes,0.9269,High,yes,3930000
CUST_13447,40,male,Business,Gurugram,331500,3978000,3,Rented,1.91 Cr,4000,Suburbs,15.3,Investment,Yes,0-6 months,Channel Partner / Broker,12-25-2024,No,No,No,No,0.2703,Low,No,0
CUST_20212,44,Female,IT & Software,Noida,"₹104,000",1248000,3,Owned Flat/House,6220000,1200,city centre,4.5,Self-use,None,6-12 months,Google & Social Media Ads,08/08/2024,Yes,Y,Yes,No,0.8965,High,Yes,5970000
CUST_10104,46,Male,BFSI & Banking,Kolkata,"298,400",3580800,5,Rented,16370000,2400,periphery / growth corridor,42.2,Self-use,Yes,1-3 years,Channel Partner / Broker,2024-01-18,Yes,N,No,No,0.0911,Low,None,0
CUST_14683,31,Male,Healthcare & Doctor,Bengaluru,46500,558000,3,Owned Flat/House,2570000,600,Suburbs,19.0,Investment,Yes,0-6 months,Google & Social Media Ads,08-28-2024,No,Yes,No,No,0.4928,Medium,Yes,2500000
CUST_21257,28,Male,Builder / Contractor,Hyderabad,"43,200",518400,4,Rented,2170000,66 sq.yd,suburbs,28.3,Self-use,Yes,1-3 years,Channel Partner / Broker,28/03/2025,Y,No,No,No,0.0502,Low,nan,0
CUST_10586,39,null,Tech / Software,Bengaluru,Confidential,747600,3,Living with Parents,30.2 Lakh,900,City Centre,4.0,Investment,Yes,>3 years,Magicbricks / Real Estate Portal,13-Jun-2024,Yes,yes,No,No,0.1105,Low,No,0
CUST_19604,62,Male,Retired,Mumbai,110900,1330800,4,Rented,6450000,1200,Within City Limits,16.9,Self-use,Yes,1-3 years,Google & Social Media Ads,23-Jan-2025,no,N,No,No,0.039,Low,No,0
CUST_13599,26,Male,Banking,Chennai,39900,478800,3,Rented,22.3 Lakh,1200,Any,34.8,Self-use,Yes,1-3 years,Print / Newspaper Ad,02/03/2024,no,None,No,Yes,0.385,Medium,Yes,2170000
CUST_18804,32,Male,BFSI & Banking,Noida,28900,346800,3,Owned Flat/House,2000000,900,Suburbs,21.6,Investment,yes,>3 years,Google & Social Media Ads,12-07-2024,N,Yes,No,no,0.0759,Low,No,0
CUST_17646,28,Female,Self Employed,Bengaluru,49200,590400,4,Living with Parents,2000000,900,Within City Limits,8.5,Investment,Yes,1-3 years,Print / Newspaper Ad,2024-04-17,No,Yes,Yes,Yes,0.9651,High,Yes,1910000
