Scheme_ID,Location,Plot_Size_SqFt,Price_INR,Monthly_EMI_INR,Park,Clubhouse,Distance_from_Metro_km,Advertising_Budget_INR,Expected_Leads,Expected_Bookings,Estimated_Conversion_Pct,Demand_Level,Scheme_Success_Score,Target_Age_Group,Most_Likely_Buyers
SCH_0817,Faridabad (Neharpar),1500,4850000,33700,Yes,No,13.6,350000,560,66,11.8,LOW,40,32-48,Self-use (Villa) + Investment
SCH_0818,Hyderabad (Tellapur/Kollur),1000,4250000,29500,No,No,1.2,1500000,2147,366,17.0,HIGH,75,32-48,Self-use (Villa) + Investment
SCH_0819,Faridabad (Neharpar),1200,3130000,21700,No,No,17.6,1000000,1163,110,9.5,LOW,42,25-38,First-time Buyers & Investors
SCH_0820,Delhi (Outer/Bawana),800,2220000,15400,Yes,No,25.6,500000,646,104,16.1,MEDIUM,57,25-38,First-time Buyers & Investors
SCH_0821,Gurugram (SPR/Sohna),1500,6610000,45900,No,Yes,16.2,2000000,2194,309,14.1,HIGH,80,32-48,Self-use (Villa) + Investment
SCH_0822,Pune (Wagholi/Kharadi),1000,3600000,25000,Yes,No,21.6,500000,560,94,16.8,MEDIUM,52,32-48,Self-use (Villa) + Investment
SCH_0823,Pune (Hinjewadi/Wakad),1800,7140000,49600,Yes,No,14.2,1000000,1522,195,12.8,MEDIUM,64,32-48,Self-use (Villa) + Investment
SCH_0824,Chennai (OMR/Guduvanchery),2400,6270000,43500,No,No,13.3,500000,720,118,16.4,MEDIUM,58,32-48,Self-use (Villa) + Investment
SCH_0825,Faridabad (Neharpar),3000,10380000,72100,No,No,3.5,750000,1441,250,17.3,MEDIUM,72,40-60,Affluent Investors & Luxury Homes
SCH_0826,Pune (Hinjewadi/Wakad),800,1990000,13800,Yes,No,24.6,1000000,1420,127,8.9,LOW,46,25-38,First-time Buyers & Investors
SCH_0827,Greater Noida,1200,3940000,27400,Yes,No,13.1,1500000,1708,273,16.0,MEDIUM,71,32-48,Self-use (Villa) + Investment
SCH_0828,Bengaluru (East),800,2620000,18200,No,No,15.1,500000,547,57,10.4,LOW,40,25-38,First-time Buyers & Investors
SCH_0829,Pune (Wagholi/Kharadi),2400,9310000,64600,No,Yes,25.3,500000,410,71,17.3,MEDIUM,58,40-60,Affluent Investors & Luxury Homes
SCH_0830,Pune (Hinjewadi/Wakad),1000,3460000,24000,No,No,2.5,500000,748,119,15.9,MEDIUM,59,25-38,First-time Buyers & Investors
SCH_0831,Bengaluru (North),1800,11250000,78100,No,Yes,23.7,1500000,1983,250,12.6,HIGH,81,40-60,Affluent Investors & Luxury Homes
SCH_0832,Bengaluru (North),1000,3990000,27700,No,No,13.0,500000,488,70,14.3,LOW,44,32-48,Self-use (Villa) + Investment
SCH_0833,Kolkata (New Town/Rajarhat),2400,4000000,27800,No,No,15.7,350000,419,46,11.0,LOW,33,32-48,Self-use (Villa) + Investment
SCH_0834,Gurugram (SPR/Sohna),800,3630000,25200,Yes,No,26.1,350000,319,55,17.2,LOW,49,32-48,Self-use (Villa) + Investment
SCH_0835,Faridabad (Neharpar),1800,6220000,43200,No,No,27.2,2000000,2457,190,7.7,MEDIUM,51,32-48,Self-use (Villa) + Investment
SCH_0836,Ahmedabad (SG Highway),2400,4510000,31300,No,Yes,20.8,200000,207,35,16.9,MEDIUM,57,32-48,Self-use (Villa) + Investment
SCH_0837,Kolkata (New Town/Rajarhat),800,1750000,12200,Yes,No,3.7,200000,373,70,18.8,MEDIUM,51,25-38,First-time Buyers & Investors
SCH_0838,Bengaluru (East),1800,8890000,61700,No,No,6.4,200000,330,53,16.1,LOW,45,40-60,Affluent Investors & Luxury Homes
SCH_0839,Chennai (OMR/Guduvanchery),2400,6900000,47900,No,No,17.4,1000000,1273,148,11.6,MEDIUM,53,32-48,Self-use (Villa) + Investment
SCH_0840,Delhi (Outer/Bawana),1200,2830000,19700,No,No,1.5,500000,799,177,22.2,HIGH,80,25-38,First-time Buyers & Investors
SCH_0841,Chennai (OMR/Guduvanchery),3000,8000000,55600,No,No,12.3,750000,855,105,12.3,MEDIUM,50,40-60,Affluent Investors & Luxury Homes
SCH_0842,Faridabad (Neharpar),1500,4480000,31100,Yes,No,13.9,2000000,2747,394,14.3,MEDIUM,73,32-48,Self-use (Villa) + Investment
SCH_0843,Pune (Wagholi/Kharadi),800,3700000,25700,No,No,18.3,500000,546,51,9.3,LOW,27,32-48,Self-use (Villa) + Investment
SCH_0844,Kolkata (New Town/Rajarhat),1500,4420000,30700,No,Yes,23.5,500000,622,73,11.7,MEDIUM,54,32-48,Self-use (Villa) + Investment
SCH_0845,Greater Noida,3000,13040000,90500,No,No,7.2,2000000,2232,362,16.2,MEDIUM,69,40-60,Affluent Investors & Luxury Homes
SCH_0846,Pune (Hinjewadi/Wakad),1200,5620000,39000,No,No,12.4,750000,1159,162,14.0,MEDIUM,59,32-48,Self-use (Villa) + Investment
SCH_0847,Delhi (Outer/Bawana),1000,1650000,11500,No,No,27.2,1000000,1095,139,12.7,MEDIUM,55,25-38,First-time Buyers & Investors
SCH_0848,Ahmedabad (SG Highway),1500,4010000,27800,No,No,14.0,1500000,2100,397,18.9,MEDIUM,73,32-48,Self-use (Villa) + Investment
SCH_0849,Pune (Wagholi/Kharadi),1800,7390000,51300,No,Yes,5.1,750000,1647,276,16.8,HIGH,81,32-48,Self-use (Villa) + Investment
SCH_0850,Bengaluru (North),1200,4490000,31200,No,No,26.8,200000,134,14,10.4,LOW,31,32-48,Self-use (Villa) + Investment
SCH_0851,Kolkata (New Town/Rajarhat),2400,8110000,56300,Yes,No,17.2,350000,428,71,16.6,LOW,47,40-60,Affluent Investors & Luxury Homes
SCH_0852,Pune (Wagholi/Kharadi),3000,13190000,91600,No,No,3.8,1000000,1516,210,13.9,MEDIUM,69,40-60,Affluent Investors & Luxury Homes
SCH_0853,Bengaluru (North),800,2920000,20300,No,Yes,3.9,350000,685,126,18.4,MEDIUM,66,25-38,First-time Buyers & Investors
SCH_0854,Bengaluru (East),3000,18480000,128300,Yes,Yes,4.3,350000,857,176,20.5,HIGH,88,40-60,Affluent Investors & Luxury Homes
SCH_0855,Chennai (OMR/Guduvanchery),1200,2630000,18300,No,No,17.2,2000000,2668,222,8.3,MEDIUM,59,25-38,First-time Buyers & Investors
SCH_0856,Bengaluru (North),2400,10090000,70100,Yes,Yes,19.6,500000,566,62,11.0,LOW,49,40-60,Affluent Investors & Luxury Homes
SCH_0857,Bengaluru (North),800,3680000,25600,No,Yes,22.0,2000000,2205,293,13.3,HIGH,78,32-48,Self-use (Villa) + Investment
SCH_0858,Bengaluru (East),800,2650000,18400,Yes,No,2.4,500000,997,172,17.3,MEDIUM,70,25-38,First-time Buyers & Investors
SCH_0859,Gurugram (SPR/Sohna),3000,10830000,75200,Yes,No,2.0,350000,733,119,16.2,MEDIUM,60,40-60,Affluent Investors & Luxury Homes
SCH_0860,Pune (Hinjewadi/Wakad),1800,5590000,38800,Yes,Yes,3.9,1000000,2267,525,23.2,HIGH,98,32-48,Self-use (Villa) + Investment
SCH_0861,Kolkata (New Town/Rajarhat),1000,2960000,20600,No,Yes,27.3,200000,213,25,11.7,LOW,47,25-38,First-time Buyers & Investors
SCH_0862,Kolkata (New Town/Rajarhat),3000,8830000,61300,Yes,Yes,6.0,500000,1156,200,17.3,HIGH,86,40-60,Affluent Investors & Luxury Homes
SCH_0863,Hyderabad (Tellapur/Kollur),1000,3540000,24600,No,Yes,15.1,750000,1153,148,12.8,MEDIUM,65,32-48,Self-use (Villa) + Investment
SCH_0864,Faridabad (Neharpar),1200,3190000,22200,No,No,8.8,1000000,1625,298,18.3,HIGH,80,25-38,First-time Buyers & Investors
SCH_0865,Delhi (Outer/Bawana),3000,7330000,50900,No,No,12.7,2000000,2033,243,12.0,MEDIUM,61,32-48,Self-use (Villa) + Investment
SCH_0866,Chennai (OMR/Guduvanchery),2400,5520000,38300,No,No,11.8,1000000,1412,212,15.0,MEDIUM,74,32-48,Self-use (Villa) + Investment
SCH_0867,Gurugram (SPR/Sohna),800,2940000,20400,Yes,No,25.1,350000,335,30,9.0,LOW,32,25-38,First-time Buyers & Investors
SCH_0868,Bengaluru (East),1200,4630000,32200,No,Yes,23.7,1500000,1685,211,12.5,HIGH,76,32-48,Self-use (Villa) + Investment
SCH_0869,Faridabad (Neharpar),3000,8120000,56400,No,No,27.7,1000000,965,181,18.8,HIGH,76,40-60,Affluent Investors & Luxury Homes
SCH_0870,Chennai (OMR/Guduvanchery),800,1470000,10200,Yes,No,4.8,200000,387,78,20.2,MEDIUM,62,25-38,First-time Buyers & Investors
SCH_0871,Gurugram (SPR/Sohna),1500,8160000,56700,No,No,5.3,1000000,1642,270,16.4,MEDIUM,74,40-60,Affluent Investors & Luxury Homes
SCH_0872,Gurugram (SPR/Sohna),2400,13630000,94600,No,No,6.6,1500000,2283,311,13.6,MEDIUM,69,40-60,Affluent Investors & Luxury Homes
SCH_0873,Kolkata (New Town/Rajarhat),1200,3160000,21900,No,Yes,26.7,200000,309,36,11.7,LOW,44,25-38,First-time Buyers & Investors
SCH_0874,Gurugram (SPR/Sohna),1500,7030000,48800,No,Yes,2.1,1000000,2053,422,20.6,HIGH,94,32-48,Self-use (Villa) + Investment
SCH_0875,Pune (Hinjewadi/Wakad),2400,6300000,43700,No,No,14.3,200000,263,47,17.9,MEDIUM,50,32-48,Self-use (Villa) + Investment
SCH_0876,Chennai (OMR/Guduvanchery),2400,6370000,44200,No,Yes,14.8,750000,929,127,13.7,MEDIUM,64,32-48,Self-use (Villa) + Investment
SCH_0877,Ahmedabad (SG Highway),1500,4160000,28900,No,Yes,17.0,350000,529,82,15.5,MEDIUM,60,32-48,Self-use (Villa) + Investment
SCH_0878,Pune (Wagholi/Kharadi),3000,12390000,86000,No,No,10.4,500000,649,66,10.2,LOW,36,40-60,Affluent Investors & Luxury Homes
SCH_0879,Greater Noida,2400,6800000,47200,No,No,25.6,200000,264,32,12.1,LOW,37,32-48,Self-use (Villa) + Investment
SCH_0880,Gurugram (SPR/Sohna),1200,4510000,31300,Yes,No,16.4,750000,836,108,12.9,LOW,48,32-48,Self-use (Villa) + Investment
SCH_0881,Faridabad (Neharpar),1500,4080000,28300,No,No,9.8,200000,339,51,15.0,LOW,46,32-48,Self-use (Villa) + Investment
SCH_0882,Gurugram (SPR/Sohna),2400,13030000,90500,No,No,10.9,750000,848,56,6.6,LOW,31,40-60,Affluent Investors & Luxury Homes
SCH_0883,Delhi (Outer/Bawana),3000,10350000,71900,Yes,Yes,9.2,1000000,1690,276,16.3,HIGH,85,40-60,Affluent Investors & Luxury Homes
SCH_0884,Bengaluru (East),1800,10170000,70600,Yes,No,8.5,1000000,1815,302,16.6,HIGH,75,40-60,Affluent Investors & Luxury Homes
SCH_0885,Chennai (OMR/Guduvanchery),1500,3000000,20800,No,No,9.3,2000000,2572,272,10.6,MEDIUM,65,25-38,First-time Buyers & Investors
SCH_0886,Delhi (Outer/Bawana),1800,3950000,27400,No,No,13.3,2000000,2542,332,13.1,MEDIUM,67,32-48,Self-use (Villa) + Investment
SCH_0887,Greater Noida,2400,9670000,67100,No,No,6.9,2000000,3270,491,15.0,MEDIUM,67,40-60,Affluent Investors & Luxury Homes
SCH_0888,Chennai (OMR/Guduvanchery),1200,4060000,28200,No,No,20.7,200000,154,11,7.1,LOW,25,32-48,Self-use (Villa) + Investment
SCH_0889,Pune (Wagholi/Kharadi),1500,3880000,26900,No,No,12.2,2000000,2934,523,17.8,MEDIUM,74,32-48,Self-use (Villa) + Investment
SCH_0890,Gurugram (SPR/Sohna),2400,9290000,64500,No,No,8.1,1000000,1217,136,11.2,MEDIUM,55,40-60,Affluent Investors & Luxury Homes
SCH_0891,Bengaluru (East),800,2960000,20600,No,No,12.5,200000,214,27,12.6,LOW,35,25-38,First-time Buyers & Investors
SCH_0892,Pune (Hinjewadi/Wakad),1000,2280000,15800,No,No,16.0,1500000,1984,273,13.8,MEDIUM,72,25-38,First-time Buyers & Investors
SCH_0893,Faridabad (Neharpar),1500,4630000,32200,Yes,No,24.4,750000,977,94,9.6,LOW,40,32-48,Self-use (Villa) + Investment
SCH_0894,Delhi (Outer/Bawana),2400,7880000,54700,Yes,Yes,15.2,2000000,3069,401,13.1,MEDIUM,73,32-48,Self-use (Villa) + Investment
SCH_0895,Kolkata (New Town/Rajarhat),1200,3050000,21200,Yes,No,9.6,2000000,3246,515,15.9,MEDIUM,72,25-38,First-time Buyers & Investors
SCH_0896,Hyderabad (Tellapur/Kollur),3000,12440000,86400,No,Yes,5.9,500000,835,132,15.8,MEDIUM,67,40-60,Affluent Investors & Luxury Homes
SCH_0897,Pune (Hinjewadi/Wakad),3000,11200000,77800,No,No,4.2,1000000,1585,310,19.6,MEDIUM,74,40-60,Affluent Investors & Luxury Homes
SCH_0898,Delhi (Outer/Bawana),1000,3430000,23800,No,No,10.9,1500000,1853,190,10.3,MEDIUM,57,25-38,First-time Buyers & Investors
SCH_0899,Pune (Hinjewadi/Wakad),800,3100000,21500,No,Yes,19.7,2000000,2471,244,9.9,MEDIUM,67,25-38,First-time Buyers & Investors
SCH_0900,Pune (Hinjewadi/Wakad),1800,5760000,40000,No,No,19.6,1000000,1129,130,11.5,MEDIUM,51,32-48,Self-use (Villa) + Investment
